Sujeto,Evento,Mu_C3,Beta_C3,Entropia_C3,ERD_Mu_C3,ERD_Beta_C3,Mu_Cz,Beta_Cz,Entropia_Cz,ERD_Mu_Cz,ERD_Beta_Cz,Mu_C4,Beta_C4,Entropia_C4,ERD_Mu_C4,ERD_Beta_C4,Coherencia_Mu_C3-Cz,Coherencia_Beta_C3-Cz,Coherencia_Mu_C3-C4,Coherencia_Beta_C3-C4,Coherencia_Mu_Cz-C4,Coherencia_Beta_Cz-C4
S008,T1,1.1231676134606868e-11,2.3945039208749523e-12,1.412183992189336,-20.61673435099036,-9.801133862374648,1.284568272058014e-11,2.2772920053141898e-12,1.333211013831389,-16.407867489924456,-8.031787279762428,1.0656965726650706e-11,2.030767344807678e-12,1.3270116120269166,-25.96001042233706,-14.886724103882468,0.7503945011612143,0.7318823089665306,0.6139368842980382,0.515536107295587,0.8130585179090465,0.7579633299392382
S008,T2,1.1282403615351537e-11,2.3444622452070913e-12,1.5162965689821009,-0.9685378372992371,0.593356836595452,1.3342337660291404e-11,2.253284187105682e-12,1.3747483701228296,1.1046482595973108,1.9606014119293107,1.1819187426079688e-11,2.0862889327767104e-12,1.4720285443559311,16.407364823500643,0.02631645858795798,0.7863704736046384,0.7225841695812003,0.6044587792093044,0.5096446154410279,0.7668857782039097,0.7515710727470879
S009,T0,3.486600142243794e-11,1.6776259348537512e-11,1.7049410865456922,,,3.9058866800893346e-11,1.2746109463743875e-11,1.7894016192193956,,,3.062120404045349e-11,1.8946228755958662e-11,1.7778966133196594,,,0.8050225156055517,0.7037838327658722,0.5940272801481182,0.35407965392372237,0.8079638508746358,0.6832723614854509
S009,T1,3.02281172947809e-11,1.6340277985473908e-11,1.6545886686617985,-19.922787694820677,-11.528264565938722,3.223811014390112e-11,1.2951810106157612e-11,1.7310812071127235,-38.164678305067504,-11.172686634951361,2.641364111176962e-11,1.9254103774237807e-11,1.8046347585090303,-30.909374031055748,-2.369560366645601,0.7946973318511554,0.6980389799387517,0.5893571509184216,0.3295066144310566,0.8107516382692296,0.6655526582479602
S009,T2,3.4983881274630564e-11,1.622919577167645e-11,1.7047480922384253,-9.70635239122748,20.532265357196685,3.918964878282652e-11,1.2861317909682882e-11,1.6131755994222448,-32.671358417046186,11.125198169272123,3.070511409916278e-11,1.9865794626407635e-11,1.732185200992532,-28.669683212035004,-9.186511690188086,0.8089793793757065,0.7130369844153647,0.6161635733348594,0.35880938814666924,0.818207072344281,0.6913366376104321
S010,T0,3.658380850473704e-11,1.0982335115284148e-11,1.3111973597824509,,,3.9476248205061494e-11,1.044561207205265e-11,1.2251643518480844,,,3.1744726593134465e-11,8.380072868438093e-12,1.219025358576019,,,0.7538262920766288,0.7652578659738272,0.43250050704610576,0.5213515797224294,0.6465299128297255,0.7303784617059162
S010,T1,3.808397153837395e-11,1.0610394785033475e-11,1.2156319879203217,-30.6771620440923,-17.57432897370034,4.0479673782850825e-11,1.0256619574293062e-11,1.1730386138780566,-24.356928510888988,-8.968668793247149,3.066645213233209e-11,8.14795089473454e-12,1.1834816007929285,-42.18232680903068,-7.976805583172091,0.7569695855811907,0.7874917720096988,0.4961574526837171,0.5595443606444401,0.7150971365647707,0.7556757897106446
S010,T2,3.308441796648544e-11,9.817073872341955e-12,1.3049710327192068,-15.605001676202598,-14.263321795910262,3.67908726407409e-11,9.698412504519552e-12,1.2211748872361659,-31.736030476142567,-9.79298728618228,3.138373962955196e-11,8.064533158009295e-12,1.290188048205559,-30.17372333809255,-7.012276187048222,0.7643987965774575,0.7766989947850146,0.4019307378506938,0.5303116490181344,0.6062905472641004,0.7319519224055212
S011,T0,4.127081875586459e-12,1.819824985675054e-12,1.4043405947208392,,,5.255626632693549e-12,1.9341191292922965e-12,1.3624294398148322,,,3.911778923528236e-12,1.5297178224815178e-12,1.4663858457121988,,,0.8270683471539826,0.8609775544941856,0.5935656195065633,0.6738143474620681,0.8053613536273898,0.8303185129279703
S011,T1,3.8619694278791496e-12,1.722550795623206e-12,1.4524967015540293,-18.41531814579181,-5.522254638199775,4.788064230462942e-12,1.7838112067929174e-12,1.32610149281816,-33.38041723690539,-13.606345638083187,3.3472512062566873e-12,1.4305091104394879e-12,1.4195832170765614,-37.99121164890742,-8.999045469425374,0.8250791591751488,0.8583512530964695,0.5807264370463521,0.6738607813293035,0.7940230503861951,0.8305050396064259
S011,T2,3.526028670135297e-12,1.7145565253467702e-12,1.4815754588983594,-5.990857968621673,-11.552083172434838,4.367921524964267e-12,1.773582500977914e-12,1.4306567633194365,-23.20954790458728,-7.966612273584466,3.284156441810541e-12,1.4411962252338072e-12,1.4494488507649053,-9.796349283634894,-1.7391611210459057,0.8159950626797992,0.8640971508524592,0.56798687974276,0.6905909004676152,0.7684130998851235,0.8390122693509268
S012,T0,7.2352991825324945e-12,2.47815003234265e-12,1.6243348319901,,,7.752354767910124e-12,2.0903566835205872e-12,1.549765580947702,,,6.5841036151036954e-12,1.9360402770520332e-12,1.534727349120234,,,0.8312493568170044,0.7363376997941982,0.5717530714252788,0.4234780576643544,0.8392149685629295,0.778876625321452
S012,T1,6.755784338917049e-12,2.3407524517475906e-12,1.4940857066012658,8.869609001833513,14.630250805284467,7.135401369644681e-12,1.8985249289745143e-12,1.48921165549803,0.3758304666700535,-3.0468520918488498,6.922142909770564e-12,1.7851860513208494e-12,1.5877369593606236,-0.9907049092572935,-10.224702426213932,0.8093493555472422,0.7328981318424221,0.5204658098196251,0.42858261305656165,0.8189750529220314,0.7904567115541105
S012,T2,6.7424442961902934e-12,2.402429050496783e-12,1.5577718623421777,-11.51649985612757,-2.4077024070939217,7.512177630001705e-12,1.9716117087005834e-12,1.5106109953359181,-4.957329793100764,-4.567485340157026,6.513065605665809e-12,1.99367920576043e-12,1.5430849277026442,15.192075653144466,13.712302169786833,0.8241116515398823,0.7178789640895182,0.6139981257784712,0.3933721819867912,0.8521900838141632,0.7382126950393114
S013,T0,6.387444785948022e-11,2.7214267172822765e-11,1.6870728481114197,,,6.941230911193635e-11,2.3619656343803828e-11,1.5189903846778985,,,4.0430093078483554e-11,2.2317844605932475e-11,1.6628511114443072,,,0.808232644699466,0.6096264841291973,0.5285082053901162,0.22667673645557684,0.7569440964515294,0.5611654166950728
S013,T1,4.5898060975660886e-11,2.579893288439161e-11,1.657642425049458,-27.30940524237816,-12.768072547249023,4.869364188838148e-11,2.1739646177636904e-11,1.4855197054950373,-32.23576624558678,-4.701863169506423,3.107278877177845e-11,1.796304266261515e-11,1.575713179784607,-24.626235014810643,-35.142109281226766,0.7990092754706171,0.59512759864261,0.5611297960769815,0.2305227195863277,0.7895990909485997,0.5624722656191268
S013,T2,3.658146397934722e-11,2.1698003993396896e-11,1.694551925473636,-36.087042364088845,-39.030089000550284,3.882963855347296e-11,2.0351106089991194e-11,1.4930257778185676,-40.43336654480582,-21.59982168954194,2.4714840683022545e-11,1.904350416220643e-11,1.6531295719321486,-39.06855155920152,-36.53218445387809,0.7919771202739286,0.5971514397494605,0.4882729187647829,0.21756090175118165,0.7252644099647587,0.5599669969670552
S014,T0,3.713293948446745e-11,5.009567583035395e-12,1.4299992740322822,,,3.784962396582856e-11,4.340891373123779e-12,1.2601840408951819,,,2.922207117543442e-11,3.987373098363379e-12,1.4045098010112318,,,0.8373141045158712,0.7088426360213377,0.44417082762883564,0.3055457727895727,0.6815098378696245,0.5237972512320208
S014,T1,3.6981985518e-11,4.838675048374401e-12,1.5971741781116924,1.7619053613284992,-9.683832365341791,4.080710266646009e-11,4.2311819131858455e-12,1.4183456104922694,-2.222622885295125,-5.184199082712757,3.0507667147246076e-11,3.943220333936231e-12,1.5028411498639749,-10.706860380499354,3.570714166111239,0.8662877703142029,0.7053435199345259,0.5957157940536736,0.35176180593679895,0.7877574093067443,0.5871329586279722
S014,T2,4.014403086878331e-11,5.047020907156536e-12,1.536957298992027,13.064114999116669,8.668586325240685,4.337987892160511e-11,4.628914613986006e-12,1.2908878839492242,37.58079469819815,11.652408442349017,3.128487610243075e-11,4.1486011421289194e-12,1.520586534388118,41.50213303092991,12.782781957508949,0.8633111281845187,0.7187773469356571,0.5182042980736979,0.36159710454417304,0.7424098216714202,0.5802438440801206
S015,T0,6.043378431898628e-11,3.0080475047739886e-11,1.5015773954741896,,,5.628219167421957e-11,2.734354256612215e-11,1.4754777632901048,,,4.7423185160410606e-11,2.3294218441250234e-11,1.567159719045237,,,0.8233778904652065,0.8373358540793802,0.48025540050991855,0.5737061307857438,0.7087370192766633,0.7794526328531611
S015,T1,5.825582077515712e-11,2.6078728345885826e-11,1.5193067511613414,-4.028719033875165,2.001351396310168,5.584198744692028e-11,2.4065102055838925e-11,1.4264655258091674,7.377304792038328,-2.952976639762615,4.1676311698813434e-11,1.9842826828905723e-11,1.5830436780810724,-13.068485824601309,-22.212376732892142,0.8559675674159894,0.8452822660091083,0.5435022349493527,0.6131012218452414,0.7521168413059545,0.8007336690025711
S015,T2,5.996414147860537e-11,2.6827944345907185e-11,1.497990421460425,-25.05627337348851,-20.058748197967592,5.821710291180922e-11,2.4405464929231573e-11,1.412793607533329,-8.947536329280183,-13.002212593254606,4.810900204264915e-11,2.0842444594509732e-11,1.5716524104830674,-23.488537871617254,-15.060813535888107,0.8520556471264555,0.8516075154346264,0.511219347312556,0.5959028410872046,0.7235303221303633,0.7922757009614196
S016,T0,1.6931909020333857e-11,4.5112756309566145e-12,1.4815750819384863,,,1.8680510380838517e-11,4.663556451214643e-12,1.517128922556247,,,1.4969917338203174e-11,4.274819900526021e-12,1.5264511832263972,,,0.8346587628206064,0.7424118954138106,0.6376354284826053,0.4823809910236304,0.8592645988384887,0.7422937142495096
S016,T1,1.742250447665562e-11,3.799055757632449e-12,1.3370796263465454,24.228500957544618,-12.285025898322226,1.8807770291955452e-11,3.8749918227283654e-12,1.4405038197846172,37.54940240937938,-10.001919799778596,1.4852777948684423e-11,3.546142401922464e-12,1.4458222911795413,39.90654031059731,-14.290627692851126,0.86807782862686,0.7701556386062502,0.7226593154641001,0.521426138040092,0.9044714363477604,0.7820788929342399
S016,T2,1.4620321427669865e-11,3.924645522612196e-12,1.5799354251973994,-12.954447332768474,-15.544737334165978,1.633761343278745e-11,3.919690179248588e-12,1.5433562511546075,-11.29726968531353,-18.336758553178715,1.2771633894396846e-11,3.635972247331395e-12,1.5623323749955302,-3.1153562302925675,-20.740589850243673,0.8575014281792367,0.7613660160502315,0.6828860639780903,0.5016617319215728,0.8829776491581187,0.763705091046827
S017,T0,6.573081399517223e-11,3.537005595878247e-11,1.7490401911669922,,,6.304281095225947e-11,1.511504523914091e-11,1.7031306232242445,,,6.052414675684338e-11,2.2074456071791498e-11,1.6955956208677145,,,0.7210155553611239,0.5865029242464272,0.5210810048568788,0.20964313331233,0.8517583023607141,0.6057871313347408
S017,T1,5.059330751991469e-11,3.285604835653619e-11,1.7099935145314873,-29.617491489447556,-12.760262350795262,4.972658103633261e-11,1.2924738138281228e-11,1.6773797267033794,-23.40682476061798,-12.716615425595684,4.238148675250189e-11,1.9227715967076742e-11,1.6485349473978728,-51.53089285844404,-14.214743057390859,0.6848345624202856,0.583944064829887,0.45932264251644067,0.2098947900255618,0.844590003152965,0.6265765473493365
S017,T2,5.263515312161291e-11,2.9576913928816835e-11,1.7556634534711821,-18.886562929753094,-21.557783740265982,4.997981214455893e-11,1.2065901012250218e-11,1.644948825371452,-11.061555017469765,-37.3763781283562,4.5668973480169955e-11,1.9196873923504735e-11,1.690110201456849,-43.95294910681252,-29.277080659348115,0.7105773298025211,0.5675690698686336,0.49662372009210254,0.20425690741946756,0.8465732093783769,0.6255527558745583
S018,T0,1.695682040990609e-12,8.533542928433772e-13,1.5021635205939898,,,1.7511321437695662e-12,8.649167037980819e-13,1.457270573201454,,,1.4866806445825723e-12,8.712726074580584e-13,1.5325102736628626,,,0.8781091462798155,0.7783336085902933,0.7878027956668197,0.6093240482818979,0.9479156830246795,0.881053789789528
S018,T1,1.5418226412673752e-12,8.640119616116665e-13,1.4754408540284596,-14.038849179730814,16.148610204588273,1.6315361784417852e-12,8.825257364142227e-13,1.4495907467049962,-10.29504827222056,16.448709249449486,1.3668793481617476e-12,8.786339444548284e-13,1.496178053348856,-4.033410671639555,7.184979612079339,0.8772627361771856,0.7807543011091564,0.7797253025091169,0.6156977459495725,0.9405455462854336,0.8834668352376939
S018,T2,1.4556916991541781e-12,8.108614542769135e-13,1.575966985804653,-4.85305345131012,0.904267074993574,1.5402553834112883e-12,8.103220766026806e-13,1.486819193628762,12.317394678849785,5.559395324369342,1.3248111786777633e-12,8.182528647420712e-13,1.513920671856699,7.917610114004148,-1.0618463902986812,0.8544170364636102,0.7705617118876866,0.7478642530888786,0.6062107910933351,0.9412237247974475,0.880772197723642
S019,T0,3.0149246968726885e-11,1.2962372464253179e-11,1.487824018991236,,,2.561732593740811e-11,1.1943371577251127e-11,1.436837735659505,,,1.942926141651161e-11,1.0598932751383376e-11,1.5408433679789044,,,0.7569635203415911,0.716064744292689,0.38271698756377515,0.34464659196964625,0.7339187780026963,0.6519402748312864
S019,T1,3.1010210846544125e-11,1.183339220557411e-11,1.5533484457830569,-18.544112496971994,-27.683200565435534,2.8056458201494818e-11,1.1302812532308307e-11,1.4834343676012915,3.334694723391779,-22.524140204017005,1.8938705321474866e-11,9.563883954651645e-12,1.538735890685793,-19.657870249709205,-10.179597640919697,0.7913916832239829,0.7011989380884165,0.4978986629002208,0.3437814796588739,0.8105859719857926,0.6720928121974421
S019,T2,3.2025547726997996e-11,1.0585412465034459e-11,1.4739079663722263,-14.86039754917981,-20.80596891374597,2.892827216200987e-11,1.0452675611877655e-11,1.4056886966270976,23.72509170767597,-15.440441614072837,2.0659069300760672e-11,9.433537922950514e-12,1.4752497331674657,31.0688607665629,0.28869797830251515,0.8085977709569363,0.7323560382409593,0.47573464677097177,0.3670292771651319,0.757497986047251,0.6519830192649886
S020,T0,1.8868777763467793e-12,6.351243229517223e-13,1.2470322937863831,,,1.9613511788726268e-12,6.369525193930841e-13,1.3130375735827466,,,1.3302604410397634e-12,5.113498165300956e-13,1.3578090993933016,,,0.725684266495431,0.6654353086260979,0.526163559761486,0.4118143889523241,0.7485028641392291,0.6014365815730386
S020,T1,1.7292504782832913e-12,5.505921126670018e-13,1.34125579909966,24.322842923896495,-6.595090269133362,2.0004093239652637e-12,5.57684133720585e-13,1.3550008847338577,23.639436461929616,-26.535069644884373,1.2786426158642413e-12,3.9923355613069145e-13,1.3740457390436915,4.913945759984209,-13.889485377056786,0.7497481666016594,0.6826572984106454,0.5799295948074439,0.4405029990433474,0.7814324909287209,0.6226962618130985
S020,T2,1.7382434793271202e-12,5.085810426861215e-13,1.294079778706878,-13.622622923531727,-22.11042601264875,1.9874424249618795e-12,5.119060257147761e-13,1.2594583545783529,12.132140842712161,-16.35974435736242,1.235940065204167e-12,3.769369708127003e-13,1.3075664691216036,22.992245626499006,-6.447721950113644,0.7612442806811353,0.6686513122164726,0.5704283320323928,0.43835657167876363,0.7811393512876196,0.6069491067807936
S021,T0,1.2398739753618547e-11,5.01737704107358e-12,1.204379526337052,,,1.145780385387644e-11,4.5092593131872765e-12,1.2803513324846794,,,8.819982516524356e-12,3.697505690195737e-12,1.3654336356097134,,,0.9182165365815101,0.8908776763281472,0.6735392391174944,0.6085092763914975,0.772226028098666,0.7441587503332174
S021,T1,1.1731629102887186e-11,4.757965835242146e-12,1.1485636869470817,-1.916176503779398,-4.3329000210262025,1.0787034311553194e-11,4.300712240489525e-12,1.1695849840734123,5.995002275544921,-4.493080572834452,7.70972096944964e-12,3.2767223093768684e-12,1.1812222501015288,2.06252091851137,-10.901330543277268,0.9261524908032541,0.9087803432404674,0.6933211024894912,0.6535001893463362,0.7836491968538994,0.7712408831731332
S021,T2,1.053591661698101e-11,4.577991690447476e-12,1.1576074956505864,-8.38174111710459,-16.924573913474035,1.0317990310897797e-11,4.284779167175567e-12,1.2099216618457085,8.59980647130886,-14.85789673159665,7.621397171812711e-12,3.63281979623553e-12,1.2198822307959134,10.6948281185497,-12.610060541617987,0.9240251050393122,0.8899002525005913,0.6683736070632598,0.6344010844176335,0.7787861582325697,0.7637261899535115
S022,T0,2.575141739715118e-11,1.1283436314597374e-11,1.3333907186011666,,,3.025821363024848e-11,1.203699756632547e-11,1.2700838294379986,,,2.5758715724967854e-11,1.0657005300173535e-11,1.31032095562652,,,0.7590596830468601,0.6430540030181737,0.531842186062988,0.333027359974571,0.7799772861189909,0.6843780747355324
S022,T1,2.624003404236336e-11,1.118526854235345e-11,1.3339033872289436,76.93548075927004,9.150928241754757,3.1435554886670275e-11,1.2200569447389083e-11,1.3271355343141444,64.28640781201962,-4.178190630601587,2.6719502234237396e-11,1.1239131935952064e-11,1.3169750656052326,58.67608885369636,-12.287675539852247,0.7748911964125832,0.6795943185767767,0.5720124449330372,0.39279955531094857,0.8016133074965248,0.7256222532242684
S022,T2,2.490038283039324e-11,1.0956177688970991e-11,1.3707126847088504,-2.9305163352316064,-10.07838539500008,3.192561151518557e-11,1.2167115139867684e-11,1.3078338249673267,7.829428700044569,0.064673536116226,2.7854037596943012e-11,1.130620491225072e-11,1.3549063412643776,10.733970869650452,3.162143172122515,0.7829274878461885,0.7198959687463234,0.5697881624335684,0.42487128957495107,0.7933257695461583,0.7350995000280859
S023,T0,7.60137562649584e-11,2.5281188738166346e-11,1.528459325592017,,,7.778409568542766e-11,2.4372489156400494e-11,1.4276172189808305,,,6.010365261699188e-11,2.0769033734186064e-11,1.5317206281462088,,,0.8458702499755304,0.749164186673892,0.5492944434853975,0.3927072848171285,0.7877414868853834,0.6376327676276115
S023,T1,5.4281618123039816e-11,1.7821629745486856e-11,1.4376182735322747,-64.3087230707986,-19.90627129060271,5.652205531195129e-11,1.888886816773721e-11,1.3521791272816759,-57.359437058339246,-8.28212441140295,4.2091288744842893e-11,1.6048401483912678e-11,1.5438840556207851,-59.86249779805129,-19.605297953121635,0.871175955918282,0.7448994747215748,0.6162957831801815,0.4031467993107145,0.8266524290128507,0.6720373153361635
S023,T2,6.061513731490661e-11,1.8653830629802865e-11,1.5837639156659913,-43.46355103439193,-43.63860470004114,7.20219390016188e-11,1.940844493759479e-11,1.5432551232124443,-35.3543630217086,-38.31748316622347,5.844905777420307e-11,1.6713165127111486e-11,1.5621426932694702,-25.555777979545898,-35.90537203024323,0.8736055660069042,0.7789361004934999,0.6139265997589056,0.42413289487609696,0.8254629405607609,0.6544504420075621
S024,T0,1.284090574613576e-11,1.2688523494341884e-11,1.7534052048706599,,,1.6560803411192497e-11,9.46607286798099e-12,1.6815679344173051,,,1.1095998018246536e-11,1.0604037530279722e-11,1.741728866611374,,,0.6952997568071295,0.5532870097126689,0.47730159818496065,0.30593530858257784,0.7584552271754993,0.7049688257682425
